varietal,description,color,encoded,parsed
Nebbiolo,prapo modern tones followed integrity integrated prune velvety grain hold red,red,11,prapo modern tones followed integrity integrated prune velvety grain hold red
Nebbiolo,camphor chopped leather raspberry compote licorice earthy hint austere clench unwind red,red,11,camphor chopped leather raspberry compote licorice earthy hint austere clench unwind red
Nebbiolo,tight roasted hazelnut linear tannin red,red,11,tight roasted hazelnut linear tannin red
Nebbiolo,crose hearty balanced structured drinkable red,red,11,crose hearty balanced structured drinkable red
Nebbiolo,generous tones dried raspberry moist cured meat extremely polished hold red,red,11,generous tones dried raspberry moist cured meat extremely polished hold red
Nebbiolo,fragrance perfumed berries violets incense spices cinnamon clove accent raspberry texture supple red,red,11,fragrance perfumed berries violets incense spices cinnamon clove accent raspberry texture supple red
Nebbiolo,concentrated extracted appearance abundant candied red,red,11,concentrated extracted appearance abundant candied red
Nebbiolo,toast sawdust firm espresso anise tightly wound lively red,red,11,toast sawdust firm espresso anise tightly wound lively red
Nebbiolo,plump backed balsam leather restrained red,red,11,plump backed balsam leather restrained red
Nebbiolo,petal tilled balsamic lean sour grilled clove hint tightly compacted brisk need unwind red,red,11,petal tilled balsamic lean sour grilled clove hint tightly compacted brisk need unwind red
Nebbiolo,toast menthol coconut lean hint lacks richness bracing grip red,red,11,toast menthol coconut lean hint lacks richness bracing grip red
Nebbiolo,underbrush sunbaked skinned fantastic firmly structured concentrated licorice graphite clove depth red,red,11,underbrush sunbaked skinned fantastic firmly structured concentrated licorice graphite clove depth red
Nebbiolo,correct excellent window textures associated aging focuses backed crispness red,red,11,correct excellent window textures associated aging focuses backed crispness red
Nebbiolo,earthy floor leather whiff barnyard carry firm clove hint rustic personality red,red,11,earthy floor leather whiff barnyard carry firm clove hint rustic personality red
Nebbiolo,celebrated rabaja beautifully integrated equal prune plum cassis vanilla beer clove enduring close excellent red,red,11,celebrated rabaja beautifully integrated equal prune plum cassis vanilla beer clove enduring close excellent red
Nebbiolo,menthol dried raspberry thyme clove bracing potential red,red,11,menthol dried raspberry thyme clove bracing potential red
Nebbiolo,raw chopped slight whiff floor tight raspberry morello licorice austere refined fully red,red,11,raw chopped slight whiff floor tight raspberry morello licorice austere refined fully red
Nebbiolo,underbrush baking leather raspberry licorice clove seasoned polished provide red,red,11,underbrush baking leather raspberry licorice clove seasoned polished provide red
Nebbiolo,structured closed displays impressive pedigree layered licorice clove herbs balsamic assertive brisk balanced needs develop red,red,11,structured closed displays impressive pedigree layered licorice clove herbs balsamic assertive brisk balanced needs develop red
Nebbiolo,hint floor balsamic extremely raspberry compote licorice powdered bracing gripping drying unwind red,red,11,hint floor balsamic extremely raspberry compote licorice powdered bracing gripping drying unwind red
Nebbiolo,tilled floor leather balsamic accented thyme subtle brisk compact red,red,11,tilled floor leather balsamic accented thyme subtle brisk compact red
Nebbiolo,underbrush balsamic structured doles raspberry clove grilled vanilla firm grained depth hold red,red,11,underbrush balsamic structured doles raspberry clove grilled vanilla firm grained depth hold red
Nebbiolo,mesquite teriyaki blended nicely delicate drying subdued pair veal scallopini enhanced drop oil red,red,11,mesquite teriyaki blended nicely delicate drying subdued pair veal scallopini enhanced drop oil red
Nebbiolo,somewhat raw delivering sensations bean bitter bracing astringent overpowering try red,red,11,somewhat raw delivering sensations bean bitter bracing astringent overpowering try red
Nebbiolo,area intensity chewy meaty beef jerky tones licorice generous mouth red,red,11,area intensity chewy meaty beef jerky tones licorice generous mouth red
Nebbiolo,dried tilled savory balsamic raspberry vanilla hint balanced supple red,red,11,dried tilled savory balsamic raspberry vanilla hint balanced supple red
Nebbiolo,sawdust driven emerge tightly packed backup toast espresso licorice steeped spirits shy richness making alcohol noticeable red,red,11,sawdust driven emerge tightly packed backup toast espresso licorice steeped spirits shy richness making alcohol noticeable red
Nebbiolo,subtle toast espresso youthfully assertive displays bean vanilla raspberry drying red,red,11,subtle toast espresso youthfully assertive displays bean vanilla raspberry drying red
Nebbiolo,expressive communicating dried currants exotic mouth exhibits pulp density excellent compact lean important meat pasta dishes red,red,11,expressive communicating dried currants exotic mouth exhibits pulp density excellent compact lean important meat pasta dishes red
Nebbiolo,plum tilled espresso toast waft dried roasted bean fleeting red,red,11,plum tilled espresso toast waft dried roasted bean fleeting red
Nebbiolo,aromatic leather camphor firmly structured doles grilled tightly wound anise closes red,red,11,aromatic leather camphor firmly structured doles grilled tightly wound anise closes red
Nebbiolo,enticing petal savory licorice framed polished need midterm aging red,red,11,enticing petal savory licorice framed polished need midterm aging red
Nebbiolo,lilac menthol zest fragrance carry displays extract dried espresso dried roasted bean bitterly astringent mouth generate abrupt red,red,11,lilac menthol zest fragrance carry displays extract dried espresso dried roasted bean bitterly astringent mouth generate abrupt red
Nebbiolo,classically quintessential fragrance balsamic herbs tightly wound firm needs develop red,red,11,classically quintessential fragrance balsamic herbs tightly wound firm needs develop red
Nebbiolo,perfumed balsamic waft structured vibrant weaves crunchy raspberry licorice cinnamon firm polished tempting hold red,red,11,perfumed balsamic waft structured vibrant weaves crunchy raspberry licorice cinnamon firm polished tempting hold red
Nebbiolo,tilled exotic balsamic mingle tight racy linear austere primary sour clove earthy hint framed firm grained red,red,11,tilled exotic balsamic mingle tight racy linear austere primary sour clove earthy hint framed firm grained red
Nebbiolo,leather menthol set muscle delivering tight layers raspberry tightly knit refined provide taut framework intensity lifts soften fully develop red,red,11,leather menthol set muscle delivering tight layers raspberry tightly knit refined provide taut framework intensity lifts soften fully develop red
Nebbiolo,recall stewed prune tight aggressive firm clenching let unfurl capture remaining red,red,11,recall stewed prune tight aggressive firm clenching let unfurl capture remaining red
Nebbiolo,perfumed menthol thyme offered fragrant structured weaves raspberry cinnamon balsamic impeccably balanced firm polished provide framework red,red,11,perfumed menthol thyme offered fragrant structured weaves raspberry cinnamon balsamic impeccably balanced firm polished provide framework red
Nebbiolo,baked plum joined earthy whiffs leather cured meat carry dense fleshy anise velvety provide framework confectionary backs red,red,11,baked plum joined earthy whiffs leather cured meat carry dense fleshy anise velvety provide framework confectionary backs red
Nebbiolo,whiff zest coconut dried astringent lacks richness red,red,11,whiff zest coconut dried astringent lacks richness red
Nebbiolo,sour leather emerge raw lean unripe grainy aggressive astringent red,red,11,sour leather emerge raw lean unripe grainy aggressive astringent red
Nebbiolo,underbrush carry dried licorice clove firm velvety provide framework red,red,11,underbrush carry dried licorice clove firm velvety provide framework red
Nebbiolo,roasted bean camphor grilled porcini emerge firm sour dried coconut assertive astringent red,red,11,roasted bean camphor grilled porcini emerge firm sour dried coconut assertive astringent red
Nebbiolo,deserves praise intensity tones hazelnut soon red,red,11,deserves praise intensity tones hazelnut soon red
Nebbiolo,recommend lend heartier dishes interesting fun red,red,11,recommend lend heartier dishes interesting fun red
Grenache,earthy smelling meatiness hickory concentration thickness slightly medicinal plum goes overall red,red,7,earthy smelling meatiness hickory concentration thickness slightly medicinal plum goes overall red
Grenache,cranberry clove followed persistence red,red,7,cranberry clove followed persistence red
Grenache,bitterly lacks richness needed satisfy surface giving fast rustic red,red,7,bitterly lacks richness needed satisfy surface giving fast rustic red
Grenache,modest filling harshness red,red,7,modest filling harshness red
Grenache,color mahogany clove broad texture mouthfilling red,red,7,color mahogany clove broad texture mouthfilling red
Grenache,meld composting pleasing satisfy lover exudes nutmeg galore adding plump raspberry cranberry lively tannic depth red,red,7,meld composting pleasing satisfy lover exudes nutmeg galore adding plump raspberry cranberry lively tannic depth red
Grenache,forward volatile plum raspberries pulls punches generous accents warmth red,red,7,forward volatile plum raspberries pulls punches generous accents warmth red
Grenache,shade reddish chalky pith plum kissed anise plenty acidic bite red,red,7,shade reddish chalky pith plum kissed anise plenty acidic bite red
Grenache,gamy umami bacon animal hide meet boysenberry teriyaki savory somewhat touches thrive roasted pork charred plums combine bean toast red,red,7,gamy umami bacon animal hide meet boysenberry teriyaki savory somewhat touches thrive roasted pork charred plums combine bean toast red
Grenache,lively action packed rosebuds zesty cinnamon peppercorns texture relatively grippy bursting vibrant red,red,7,lively action packed rosebuds zesty cinnamon peppercorns texture relatively grippy bursting vibrant red
Grenache,subtle cranberry raspberry pleasing mace nutmeg proving easily quaffable currants raspberry meet dewy herbs fennel palateelements slight chill red,red,7,subtle cranberry raspberry pleasing mace nutmeg proving easily quaffable currants raspberry meet dewy herbs fennel palateelements slight chill red
Grenache,hot alcohol framing lacks subtlety red,red,7,hot alcohol framing lacks subtlety red
Grenache,spearmint unique nuttiness fleshy ollallieberries plum fennel herbalness giving licorice grip close red,red,7,spearmint unique nuttiness fleshy ollallieberries plum fennel herbalness giving licorice grip close red
Grenache,color brings brooding rubber pulling red,red,7,color brings brooding rubber pulling red
Grenache,alcohol makes hot glycerine candied licorice red,red,7,alcohol makes hot glycerine candied licorice red
Grenache,fruits muscular structured toast plum peppery mild red,red,7,fruits muscular structured toast plum peppery mild red
Grenache,dried fore savory bring tacky lip smacking exactly brings enjoyment red,red,7,dried fore savory bring tacky lip smacking exactly brings enjoyment red
Grenache,intoxicatingly cinnamon baking spices laced sugared plums cherries greet duty impression grippy covered cherries espresso leather sandalwood tad boozy red,red,7,intoxicatingly cinnamon baking spices laced sugared plums cherries greet duty impression grippy covered cherries espresso leather sandalwood tad boozy red
Grenache,mikael sigouin studies sandalwood petals berries restrained plump berries licorice plum bitterness edges red,red,7,mikael sigouin studies sandalwood petals berries restrained plump berries licorice plum bitterness edges red
Grenache,sourced shines simplicity licorice dirt imparting red,red,7,sourced shines simplicity licorice dirt imparting red
Grenache,delicate flavorful plum hibiscus meet herbs cinnamon lithe candied thyme anise touches herbs carrying pair red,red,7,delicate flavorful plum hibiscus meet herbs cinnamon lithe candied thyme anise touches herbs carrying pair red
Grenache,alluring wraps velvety texture tannic substantial powerful sexy buoyant weight red,red,7,alluring wraps velvety texture tannic substantial powerful sexy buoyant weight red
Grenache,remarkable especially considering difficult emerge dressing raspberry compote raspberries cherries cinnamon clove red,red,7,remarkable especially considering difficult emerge dressing raspberry compote raspberries cherries cinnamon clove red
Grenache,promising tremendous wrapped elegantly pretty driven dimensional step build layers depth red,red,7,promising tremendous wrapped elegantly pretty driven dimensional step build layers depth red
Grenache,boysenberry meet herbs package plummy fruits finishing lifting dried red,red,7,boysenberry meet herbs package plummy fruits finishing lifting dried red
Grenache,student minutes petals potpourri dried hibiscus laced rooibos tea transport perfumery combines woody tea spices berries tarragon dewy herbs fascinating stuff red,red,7,student minutes petals potpourri dried hibiscus laced rooibos tea transport perfumery combines woody tea spices berries tarragon dewy herbs fascinating stuff red
Grenache,alcohol bacon sandalwood wrapped firm beef dishes alcohol integral bringing sweetness red,red,7,alcohol bacon sandalwood wrapped firm beef dishes alcohol integral bringing sweetness red
Grenache,aroma completely enveloped thrills ponder celebrate racy fragrant lean fining filtering seek red,red,7,aroma completely enveloped thrills ponder celebrate racy fragrant lean fining filtering seek red
Grenache,hips petals potpourri snaps lush making lush meet increasignly prominent nutmeg allspice sipped hearty dried red,red,7,hips petals potpourri snaps lush making lush meet increasignly prominent nutmeg allspice sipped hearty dried red
Grenache,couple successful vintages impressive hell color pretty flowery raspberry softly textured red,red,7,couple successful vintages impressive hell color pretty flowery raspberry softly textured red
Grenache,aromatic shade mashed yeasty hoppy bracing lively hinting pretty red,red,7,aromatic shade mashed yeasty hoppy bracing lively hinting pretty red
Grenache,watermelon colored brings drinks fleshy needing red,red,7,watermelon colored brings drinks fleshy needing red
Grenache,color fact transparent tomato brier dried herbs word weak equally lean starched legs leathery dried nuances mingle surface red,red,7,color fact transparent tomato brier dried herbs word weak equally lean starched legs leathery dried nuances mingle surface red
Grenache,grapey watery hint raspberry soda pop grounds red,red,7,grapey watery hint raspberry soda pop grounds red
Grenache,lighter garrigue petals buds pomegranate lighter slight chill offering cranberry raspberry thyme marjoram red,red,7,lighter garrigue petals buds pomegranate lighter slight chill offering cranberry raspberry thyme marjoram red
Grenache,color unblended plum raspberries tartness display oakhalf frenchplays prominently enjoyable red,red,7,color unblended plum raspberries tartness display oakhalf frenchplays prominently enjoyable red
Grenache,hot alcohol tasty mouth filling sprinkled shavings likely red,red,7,hot alcohol tasty mouth filling sprinkled shavings likely red
Grenache,ripenearly ripenessthis luscious matured foudres appreciable shines superripe cherries concentrated red,red,7,ripenearly ripenessthis luscious matured foudres appreciable shines superripe cherries concentrated red
Grenache,vdn features velvety texture plum warmth red,red,7,vdn features velvety texture plum warmth red
Grenache,vanilla sexy vanilla enjoyable vanilla red,red,7,vanilla sexy vanilla enjoyable vanilla red
Grenache,raspberry red,red,7,raspberry red
Grenache,neutral hogsheads puncheons displays mesmerizingly laser focused raspberry kirsch lemon zest dried brings dazzling freshness puritylike velvety texture adds sensational red,red,7,neutral hogsheads puncheons displays mesmerizingly laser focused raspberry kirsch lemon zest dried brings dazzling freshness puritylike velvety texture adds sensational red
Grenache,brooding brings licorice mortared herbs broad filled tightly wound needing unfurl red,red,7,brooding brings licorice mortared herbs broad filled tightly wound needing unfurl red
Grenache,interesting complex sugar spiced cinnamon vanilla toast tannin acid red,red,7,interesting complex sugar spiced cinnamon vanilla toast tannin acid red
Grenache,essentially wiped mid neutral snappy acids provencal herbs toast red,red,7,essentially wiped mid neutral snappy acids provencal herbs toast red
Grenache,jammy filling cherries raspberries enriched sugar cinnamon anise richness balanced fundamentally red,red,7,jammy filling cherries raspberries enriched sugar cinnamon anise richness balanced fundamentally red
Grenache,plum slightest hint baking cranberry pop decent helping clove grip red,red,7,plum slightest hint baking cranberry pop decent helping clove grip red
Grenache,dried leathery covered satiny texture additional prune caramel linger length red,red,7,dried leathery covered satiny texture additional prune caramel linger length red
Grenache,try overwhelm richness reminiscent cherries tartness lavendar red,red,7,try overwhelm richness reminiscent cherries tartness lavendar red
Grenache,officially alcohol hot currant fleshy prevent acids alcohol dominating red,red,7,officially alcohol hot currant fleshy prevent acids alcohol dominating red
Grenache,interesting grenaches struggled texture veer cherries currants baking spices bacon sandalwood red,red,7,interesting grenaches struggled texture veer cherries currants baking spices bacon sandalwood red
Grenache,colored watermelon drinks mouthwateringly red,red,7,colored watermelon drinks mouthwateringly red
Grenache,forward plum blueberries licorice supported background texture ample tannin leads fairly nicely evolving excellent meat dishes imported red,red,7,forward plum blueberries licorice supported background texture ample tannin leads fairly nicely evolving excellent meat dishes imported red
Grenache,embraces chewy integrated explosion ripeness powerful holds streaks toned allowing breathe remain lighthearted red,red,7,embraces chewy integrated explosion ripeness powerful holds streaks toned allowing breathe remain lighthearted red
Grenache,clusters slows evens process raspberry dense savory herbs marvelous details floor red,red,7,clusters slows evens process raspberry dense savory herbs marvelous details floor red
Grenache,brooding layers fruits plum chewing hint vanilla bean dense texture tight flavorful benefit try red,red,7,brooding layers fruits plum chewing hint vanilla bean dense texture tight flavorful benefit try red
Grenache,raspberry vanilla red,red,7,raspberry vanilla red
Grenache,perfumed intriguing tight tones emerge rounded oaky leather red,red,7,perfumed intriguing tight tones emerge rounded oaky leather red
Grenache,dimensional jammy filling taste glyceriney tasty cloys sips ready red,red,7,dimensional jammy filling taste glyceriney tasty cloys sips ready red
Grenache,steeply sloped planted leathery undeniable intensity tannic heady bouts licorice compete attention amid intriguing aromatics red,red,7,steeply sloped planted leathery undeniable intensity tannic heady bouts licorice compete attention amid intriguing aromatics red
Grenache,features vanilla raspberry compote toast red,red,7,features vanilla raspberry compote toast red
Grenache,likeable dryness elegantly support foods beef fajitas chinese fried beef soy mashed cherries sprinkled cinnamon red,red,7,likeable dryness elegantly support foods beef fajitas chinese fried beef soy mashed cherries sprinkled cinnamon red
Grenache,explode potpourri smoked meat pit peel mushroom garrigue lifted intensely flavored loaded charcuterie near exquisite shockingly red,red,7,explode potpourri smoked meat pit peel mushroom garrigue lifted intensely flavored loaded charcuterie near exquisite shockingly red
Grenache,texture mouth augmenting syrupy impression suggest plump raspberries blackberries brings milk red,red,7,texture mouth augmenting syrupy impression suggest plump raspberries blackberries brings milk red
Grenache,plenty alcohol getting pruney cooked compote berries galore streak bark red,red,7,plenty alcohol getting pruney cooked compote berries galore streak bark red
Grenache,slightly odd sandalwood rusty scent woody hits giving intriguing atypical depth plum red,red,7,slightly odd sandalwood rusty scent woody hits giving intriguing atypical depth plum red
Grenache,offer plum cherries supported vanilla velvety reason defer gratification red,red,7,offer plum cherries supported vanilla velvety reason defer gratification red
Grenache,concentrated licorice earthy waft waves aroma compelling density plum peel meet rhubarb beetand beer touches red,red,7,concentrated licorice earthy waft waves aroma compelling density plum peel meet rhubarb beetand beer touches red
Grenache,expressive vibrantly complex medley including raspberries vivid focused initial delicacy continues flesh red,red,7,expressive vibrantly complex medley including raspberries vivid focused initial delicacy continues flesh red
Grenache,bouncy candied red,red,7,bouncy candied red
Grenache,dominated spices herbs whiff violets fennel complex intriguing leads plum hint alcoholic improved substantially hours red,red,7,dominated spices herbs whiff violets fennel complex intriguing leads plum hint alcoholic improved substantially hours red
Grenache,cranberry pomegranate boysenberry lots acid quick fade red,red,7,cranberry pomegranate boysenberry lots acid quick fade red
Grenache,pretty suggest relatively bringing marzipan finishing subtle chalkiness continue improve red,red,7,pretty suggest relatively bringing marzipan finishing subtle chalkiness continue improve red
Grenache,lilting abounds characteristics color texture requisite refreshment offered barely swathes bite pair red,red,7,lilting abounds characteristics color texture requisite refreshment offered barely swathes bite pair red
Grenache,yummy quaffable capable producing alcohol instead offering oodles cherries accents baking spices supple imported usa red,red,7,yummy quaffable capable producing alcohol instead offering oodles cherries accents baking spices supple imported usa red
Grenache,lush cherries waves hold finishing mouthwatering red,red,7,lush cherries waves hold finishing mouthwatering red
Grenache,bing cherries cranberries spiced cardamom slightly cough syrupy dried cherries petals red,red,7,bing cherries cranberries spiced cardamom slightly cough syrupy dried cherries petals red
Grenache,minty raisiny dried alcohol variety trademark delicate texture red,red,7,minty raisiny dried alcohol variety trademark delicate texture red
Grenache,harmonious descriptors warmly balanced smells plums compote substantive cherries plums supported subtle red,red,7,harmonious descriptors warmly balanced smells plums compote substantive cherries plums supported subtle red
Grenache,restrained cranberry quantities known zinfandels demonstrates potential red,red,7,restrained cranberry quantities known zinfandels demonstrates potential red
Grenache,plum highlights push hold dear midpalate lingers chocolaty plum need softening stemmy slightly red,red,7,plum highlights push hold dear midpalate lingers chocolaty plum need softening stemmy slightly red
Grenache,candied cinnamon petal cinnamon present framed grippy ample red,red,7,candied cinnamon petal cinnamon present framed grippy ample red
Grenache,intriguing layers herbs interplay thyme oregano hibiscus savory roasting herbs fennel red,red,7,intriguing layers herbs interplay thyme oregano hibiscus savory roasting herbs fennel red
Grenache,petal potpourri barely cranberry licorice red,red,7,petal potpourri barely cranberry licorice red
Grenache,superripe befitting hot suggests consumption option supple luscious bits leathery red,red,7,superripe befitting hot suggests consumption option supple luscious bits leathery red
Grenache,firm grilled beef interesting nuances minerals herbs restaurant finer examples red,red,7,firm grilled beef interesting nuances minerals herbs restaurant finer examples red
Grenache,color arresting complex candied strawberries pomegranate herbs plum peel savory generous exquisite richness knee buckler delicacy red,red,7,color arresting complex candied strawberries pomegranate herbs plum peel savory generous exquisite richness knee buckler delicacy red
Grenache,plump supple features complex ranging menthol cracked roasted meat wrapped berries red,red,7,plump supple features complex ranging menthol cracked roasted meat wrapped berries red
Grenache,direct appealing raspberry compote peel violets tapenade styling red,red,7,direct appealing raspberry compote peel violets tapenade styling red
Grenache,exuberant dried rosebuds lilacs diving heady olallieberry touches cappuccino tones extend balanced raspberry rosewater spiced red,red,7,exuberant dried rosebuds lilacs diving heady olallieberry touches cappuccino tones extend balanced raspberry rosewater spiced red
Grenache,colored combines raspberry boysenberry supported firm tannic texture rounded sensation richness red,red,7,colored combines raspberry boysenberry supported firm tannic texture rounded sensation richness red
Grenache,gristle provide intriguingly sexy proves waves umami crashing truffles mushrooms beef herbs adding red,red,7,gristle provide intriguingly sexy proves waves umami crashing truffles mushrooms beef herbs adding red
Grenache,aromatically unusual suggests raspberry peel manure tangy spritz red,red,7,aromatically unusual suggests raspberry peel manure tangy spritz red
Grenache,brisk lively shy reveals shattered asphalt tarry lighter lots acidic pizzaz red,red,7,brisk lively shy reveals shattered asphalt tarry lighter lots acidic pizzaz red
Grenache,nano raspberry accents velvety texture steals lingering red,red,7,nano raspberry accents velvety texture steals lingering red
Grenache,plum meet cinnamon sassafras earthy layers sour combine dried fennel thyme petal red,red,7,plum meet cinnamon sassafras earthy layers sour combine dried fennel thyme petal red
Grenache,amazing energy inviting punchy hibiscus petals dried cherries kola nut cinnamon aided inclusion effervescent raspberry baking soda qualities settle dried chopped thyme herbals red,red,7,amazing energy inviting punchy hibiscus petals dried cherries kola nut cinnamon aided inclusion effervescent raspberry baking soda qualities settle dried chopped thyme herbals red
Grenache,mixes cranberry sirugue forward appealing red,red,7,mixes cranberry sirugue forward appealing red
Grenache,pretty concentrated inviting combines complex concentrated tea finishing streak espresso red,red,7,pretty concentrated inviting combines complex concentrated tea finishing streak espresso red
Grenache,quarters redolent raspberries kirsch compelling dazzling red,red,7,quarters redolent raspberries kirsch compelling dazzling red
Grenache,color subtle clove raspberry plum raspberry bubblegum driven tension makes excellent texture red,red,7,color subtle clove raspberry plum raspberry bubblegum driven tension makes excellent texture red
Grenache,pretty forward bursts raspberry tomato slight mintiness detected context impeccably balanced firm pleasingly acidic red,red,7,pretty forward bursts raspberry tomato slight mintiness detected context impeccably balanced firm pleasingly acidic red
Grenache,blended amounts mourvedre need reveal herbal characteristics overpower blueberry vanilla trying red,red,7,blended amounts mourvedre need reveal herbal characteristics overpower blueberry vanilla trying red
Grenache,step solid vivid raspberry cracked jammy dried spices emerge reining imparting red,red,7,step solid vivid raspberry cracked jammy dried spices emerge reining imparting red
Grenache,earthy beer hibiscus pomegranate stewed strawberries tangy acid laced warmer cinnamon cappuccino florality red,red,7,earthy beer hibiscus pomegranate stewed strawberries tangy acid laced warmer cinnamon cappuccino florality red
Grenache,savory compressed somewhat flabby develop red,red,7,savory compressed somewhat flabby develop red
Grenache,vivacious pomegranate minerality woodfire perfumy quaffable especially complex red,red,7,vivacious pomegranate minerality woodfire perfumy quaffable especially complex red
Grenache,cedary aroma starts interesting similar continues nicely astringent lively red,red,7,cedary aroma starts interesting similar continues nicely astringent lively red
Grenache,supple sharp raspberry filling cassis currant stylish pair garlic infused red,red,7,supple sharp raspberry filling cassis currant stylish pair garlic infused red
Grenache,intensely subtle pronounced substantive tannin provides weight breadth grippy leathery red,red,7,intensely subtle pronounced substantive tannin provides weight breadth grippy leathery red
Grenache,delicate meet wafts blossom baseball card bubblegum approachable held red,red,7,delicate meet wafts blossom baseball card bubblegum approachable held red
Grenache,baked petal anise cinnamon laced specialist raspberry pop lilac polished cinnamon red,red,7,baked petal anise cinnamon laced specialist raspberry pop lilac polished cinnamon red
Grenache,write minimally sharply herbal appears extensive aeration blossoms wealth detailed flavorsbright raspberry impressive length red,red,7,write minimally sharply herbal appears extensive aeration blossoms wealth detailed flavorsbright raspberry impressive length red
Grenache,smoked oregano plum berries loamy families plum touches dried savory aims variable red,red,7,smoked oregano plum berries loamy families plum touches dried savory aims variable red
Grenache,colored smells horsey reduced exudes aromatic tannic sandpaper saturated closes muscular red,red,7,colored smells horsey reduced exudes aromatic tannic sandpaper saturated closes muscular red
Grenache,includes gingerbread sandalwood olallieberry maraschino delicate candied cinnamon foam features tension red,red,7,includes gingerbread sandalwood olallieberry maraschino delicate candied cinnamon foam features tension red
Grenache,extremely aromatic plum nutmeg cinnamon concentrated hibiscus remains acid driven zippy leaps exotic plum proving amazing ride frame red,red,7,extremely aromatic plum nutmeg cinnamon concentrated hibiscus remains acid driven zippy leaps exotic plum proving amazing ride frame red
Grenache,proven powerful dramatically structured variety lush complex layers grilled meat licorice violets peppery closed given decanting red,red,7,proven powerful dramatically structured variety lush complex layers grilled meat licorice violets peppery closed given decanting red
Grenache,tasty raspberries cherries zest cinnamon vanilla bean smoked drier firmer red,red,7,tasty raspberries cherries zest cinnamon vanilla bean smoked drier firmer red
Grenache,relatively color appeal dig deeper moderate gripping red,red,7,relatively color appeal dig deeper moderate gripping red
Grenache,solid colored plum nuances broad firm texture helps linger kind red,red,7,solid colored plum nuances broad firm texture helps linger kind red
Grenache,syrupy renders varietally unrecognizable cassis remaining details blown alcohol red,red,7,syrupy renders varietally unrecognizable cassis remaining details blown alcohol red
Grenache,weak cinnamon fruits emerging lithe candied petals cracked making lengthy grippy red,red,7,weak cinnamon fruits emerging lithe candied petals cracked making lengthy grippy red
Grenache,tight dried violets petals anise clove engaging classically profiled lively cinnamon cranberry tang midpalate structural hold energetic red,red,7,tight dried violets petals anise clove engaging classically profiled lively cinnamon cranberry tang midpalate structural hold energetic red
Grenache,shy tightly wound earthy turned oregano pomegranate hibiscus playing nicely red,red,7,shy tightly wound earthy turned oregano pomegranate hibiscus playing nicely red
Grenache,grassy plum lactic angle gripping pasty grabby residue red,red,7,grassy plum lactic angle gripping pasty grabby residue red
Grenache,improvement chocolaty blueberry beautifully structured firm acids slightly jammy red,red,7,improvement chocolaty blueberry beautifully structured firm acids slightly jammy red
Grenache,hearty nuances overshadowed richness roasted bacon smoked pork freshly sliced filet blueberry syrup touches licorice blueberry texture red,red,7,hearty nuances overshadowed richness roasted bacon smoked pork freshly sliced filet blueberry syrup touches licorice blueberry texture red
Grenache,information provided typical category ready nondescript stiff herbal earthy red,red,7,information provided typical category ready nondescript stiff herbal earthy red
Grenache,version variety rides texture aromatics ways meaty red,red,7,version variety rides texture aromatics ways meaty red
Grenache,normally lacy plenty jammy red,red,7,normally lacy plenty jammy red
Grenache,unique aroma apricot plum vanilla bean subtlety pleasing red,red,7,unique aroma apricot plum vanilla bean subtlety pleasing red
Grenache,enticing firm texture resist berries cherries gush grip generous red,red,7,enticing firm texture resist berries cherries gush grip generous red
Grenache,earthy berries cherries aroma beefy savory tannic texture nicely red,red,7,earthy berries cherries aroma beefy savory tannic texture nicely red
Grenache,knockout blackberries baking spices stunner follows complex similar theme mouthcoating intensity question firm help gracefully persistent drying imported brokers unlimited red,red,7,knockout blackberries baking spices stunner follows complex similar theme mouthcoating intensity question firm help gracefully persistent drying imported brokers unlimited red
Grenache,weight ripely cherries adds alcohol hardly noticeable affect physically red,red,7,weight ripely cherries adds alcohol hardly noticeable affect physically red
Grenache,feminine approachable roman bratasiuk grenaches featuring dried spices watermelon finealmost delicatetannins cinnamon clove red,red,7,feminine approachable roman bratasiuk grenaches featuring dried spices watermelon finealmost delicatetannins cinnamon clove red
Grenache,color richly tannic texture mouth filling satisfying moderate blackberries hint red,red,7,color richly tannic texture mouth filling satisfying moderate blackberries hint red
Grenache,clusters perfumed recalling raspberry pipe pomegranate kirsch peel mesmerizing backed grained thoroughly interpretation variety dazzling red,red,7,clusters perfumed recalling raspberry pipe pomegranate kirsch peel mesmerizing backed grained thoroughly interpretation variety dazzling red
Grenache,brings tea raspberries herbs tangy lip smacking plum cranberry backed firm red,red,7,brings tea raspberries herbs tangy lip smacking plum cranberry backed firm red
Grenache,covered thyme licorice fringe fruits anise grows complex pencil cinnamon dried herbs red,red,7,covered thyme licorice fringe fruits anise grows complex pencil cinnamon dried herbs red
Grenache,dedicates brings plum followed mouthwatering variety delicate red,red,7,dedicates brings plum followed mouthwatering variety delicate red
Grenache,enormously extracted testament nicely difficult variety lurks background giving buttery red,red,7,enormously extracted testament nicely difficult variety lurks background giving buttery red
Grenache,muscular oaky grapy carry animal streak tannic rubbery meaty mildly bitter hot red,red,7,muscular oaky grapy carry animal streak tannic rubbery meaty mildly bitter hot red
Grenache,distinctive slightly lighter intriguing dried balsamic raspberry driven texture drives dried greater slight chill red,red,7,distinctive slightly lighter intriguing dried balsamic raspberry driven texture drives dried greater slight chill red
Grenache,entirely pretty inviting lemon meaty minerality red,red,7,entirely pretty inviting lemon meaty minerality red
